,tid,tname,title,desc,duration,stat,dynamic,rcmd_reason,bvid,owner,dimension,pub_location
11,233,极客DIY,【流浪地球2】开源 数字生命卡m.2固态,"在看过流浪地球2后，萌生了自制数字生命卡的想法，并且添加了物联网小屏幕，读卡器，rgb等功能，并且加入了可插拔m2硬盘盒，既可以走A口也可以走生命卡上方的C口。
现在已经在立创开源了https://oshwhub.com/xian-neng-zhi-zao/xt14
大家先不要急着打样，工厂才上班我们还没有收到打样，好没有测试，为防止发生浪费，大家可以先关注我们的立创账号，验证后最新版我们会第一时间通知大家，同时外壳也正在与pcb做匹配工作，开源时间暂且延迟。
交流一群：486030289（已满）
交流二",74,"{'aid': 480954632, 'view': 126294, 'danmaku': 29, 'reply': 658, 'favorite': 2530, 'coin': 2276, 'share': 516, 'now_rank': 0, 'his_rank': 0, 'like': 6293, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV19T411y7Nf,"{'mid': 496285225, 'name': '娴能智造', 'face': 'https://i1.hdslb.com/bfs/face/c1cbf0bff1d85a6262f1ddc25cea9c9efa53a2e2.jpg'}","{'width': 3836, 'height': 2160, 'rotate': 0}",吉林
12,65,网络游戏,刀哥警告战地1挂逼,-,23,"{'aid': 565912886, 'view': 232005, 'danmaku': 240, 'reply': 340, 'favorite': 1537, 'coin': 1930, 'share': 4543, 'now_rank': 0, 'his_rank': 0, 'like': 23667, 'dislike': 0}",刀哥警告战地1的挂逼,"{'content': '很多人分享', 'corner_mark': 1}",BV1Sv4y1k75x,"{'mid': 365242365, 'name': '黑暗哲学家-VAN', 'face': 'https://i0.hdslb.com/bfs/face/26286afe1567fe5035e67d64b32d183c1d6a8136.jpg'}","{'width': 720, 'height': 1280, 'rotate': 0}",湖南
13,208,校园学习,乡镇中学到浙大，小姚老师的逆袭心得！,"@一化儿    学习化学
@一生儿    学习生物
@一英儿    学习英语
@一地er    学习地理

微信公众号：一数儿，每周分享免费学习资料~

愿这份友谊长存！",319,"{'aid': 905947163, 'view': 264490, 'danmaku': 1340, 'reply': 1337, 'favorite': 6429, 'coin': 5397, 'share': 947, 'now_rank': 0, 'his_rank': 0, 'like': 28992, 'dislike': 0}",,"{'content': '校园学习·人气飙升', 'corner_mark': 1}",BV1WP4y167Gn,"{'mid': 14229967, 'name': '一数', 'face': 'https://i1.hdslb.com/bfs/face/812281bada7d323c23c6e1e2e92749bd29b7d7c6.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",湖北
14,253,动漫杂谈,【刘慈欣漫画解说】全死了？流浪地球原著到底有多暗黑？一口气看完它,"刘慈欣科幻漫画系列的第一部，后续会挑一些自己喜欢的陆续做成解说和作评。漫画存在部分原创，视频是完全按小说原作剧情重新编排制作的。文案也基本沿用刘慈欣原篇，只做了精简，各位可以放心观看。
依旧的大容量+认真制作，求个三连和关注，求个三连和关注",1840,"{'aid': 905937503, 'view': 271218, 'danmaku': 915, 'reply': 483, 'favorite': 6310, 'coin': 4220, 'share': 2419, 'now_rank': 0, 'his_rank': 0, 'like': 10667, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1HP4y167hG,"{'mid': 28832, 'name': '短刀与毒药', 'face': 'https://i2.hdslb.com/bfs/face/4bf3fe3b8f37eb590f9d375207a5503985f5d634.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",上海
15,219,汪星人,在村里谈了个女朋友，它要回去了...,-,58,"{'aid': 948426978, 'view': 357201, 'danmaku': 134, 'reply': 412, 'favorite': 2709, 'coin': 832, 'share': 5982, 'now_rank': 0, 'his_rank': 0, 'like': 26218, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1rs4y147TJ,"{'mid': 3461576227031579, 'name': '代号修勾', 'face': 'https://i2.hdslb.com/bfs/face/d18600135fb6af6d1308ebbdd09ce1ae68bea5a6.jpg'}","{'width': 1080, 'height': 1920, 'rotate': 0}",广东
16,212,美食侦探,79元北京自助串串火锅！饮料小吃随便拿？老板精心特调蘸料超有灵魂！,,633,"{'aid': 478411868, 'view': 219464, 'danmaku': 1339, 'reply': 476, 'favorite': 1856, 'coin': 4430, 'share': 1000, 'now_rank': 0, 'his_rank': 0, 'like': 21536, 'dislike': 0}",前方有睿出没！加量不加价，咱请得起！,"{'content': '', 'corner_mark': 0}",BV1CT411f7NB,"{'mid': 94114029, 'name': '吃货请闭眼', 'face': 'https://i0.hdslb.com/bfs/face/0f889c10e045fb6e876d541e1ebdd990d7b963ff.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",北京
17,212,美食侦探,潮汕.潮汕味道煮海  厨子探店¥3？？？,重返潮汕第三顿，依旧吃出了新鲜感！,281,"{'aid': 820974250, 'view': 744948, 'danmaku': 882, 'reply': 723, 'favorite': 1453, 'coin': 1312, 'share': 665, 'now_rank': 0, 'his_rank': 0, 'like': 50030, 'dislike': 0}",厨子探店潮汕味道煮海，只讲真话不说屁话。重返潮汕第三顿，依旧吃出了新鲜感！,"{'content': '', 'corner_mark': 0}",BV1234y1f7rH,"{'mid': 544336675, 'name': '真探唐仁杰', 'face': 'https://i1.hdslb.com/bfs/face/f82b7cb6e6b9e2351bb201f668af10b66b4d0d5c.jpg'}","{'width': 1080, 'height': 1920, 'rotate': 0}",北京
18,138,搞笑,好痛啊！遇到这种情况应该怎么办？,我劝各位看完这个简介要试着忘掉,188,"{'aid': 480347292, 'view': 1717156, 'danmaku': 2508, 'reply': 2312, 'favorite': 5483, 'coin': 16758, 'share': 717, 'now_rank': 0, 'his_rank': 89, 'like': 87007, 'dislike': 0}",,"{'content': '百万播放', 'corner_mark': 1}",BV1JT411m7hU,"{'mid': 12394995, 'name': '粗犷毛线君', 'face': 'https://i0.hdslb.com/bfs/face/4e716dc7135295bd134139b28ddf7bf07afbc484.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",辽宁
19,164,健身,【年后减肚腩必备】暴食后身材恢复|高热量消耗|大体重减肥|走走而已,"欢迎你的每日留言打卡，老叶每日回复！
【走走而已】被评选为年度最佳跟练视频，承蒙厚爱，我们也定将努力制作更加优质的内容❤
本视频点赞过1万，马上推出【腹灭走瘦阶梯燃脂训练】
本次跟练内容，适合暴食后急需恢复身材的朋友，每日在饭前或者至少饭后两小时跟练。
刚阳康的朋友，不要急于跟练，安全第一，循序渐进。请优先参考我们的全站热门视频【阳康锻炼计划】
【阳康锻炼计划】BV1uP4y1v7pt
【八八拉热身拉伸】BV18g411e7XW",4599,"{'aid': 393255818, 'view': 670836, 'danmaku': 1342, 'reply': 1002, 'favorite': 63241, 'coin': 18895, 'share': 3739, 'now_rank': 0, 'his_rank': 52, 'like': 24876, 'dislike': 0}",【减重小目标 20斤】年后减肚腩必备,"{'content': '', 'corner_mark': 0}",BV1fd4y1p74f,"{'mid': 507259965, 'name': '叶的冒险', 'face': 'https://i0.hdslb.com/bfs/face/6868c603356962239daa4191dde278560442efb9.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",新西兰
0,182,影视杂谈,德国小伙看《流浪地球2》，外国人对中国科幻片的评价居然这么高！？,,494,"{'aid': 480949926, 'view': 249265, 'danmaku': 1855, 'reply': 964, 'favorite': 1222, 'coin': 2972, 'share': 118, 'now_rank': 0, 'his_rank': 0, 'like': 19327, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1wT41117ZR,"{'mid': 296404949, 'name': '德国小伙吴雨翔', 'face': 'https://i2.hdslb.com/bfs/face/bfa4d4b626c0bd2aef23714acf42fe1838dbad2a.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",上海
1,238,运动综合,没人比我更懂金箍棒！,金箍棒教学,52,"{'aid': 693340909, 'view': 857201, 'danmaku': 386, 'reply': 425, 'favorite': 5259, 'coin': 1920, 'share': 610, 'now_rank': 0, 'his_rank': 0, 'like': 55780, 'dislike': 0}",金箍棒,"{'content': '5万点赞', 'corner_mark': 1}",BV1m24y1r7JF,"{'mid': 416092976, 'name': '不一样的三哥', 'face': 'http://i2.hdslb.com/bfs/face/90dcbf880c3a3fd6bfb95c2aa598f29b3fb67d3f.jpg'}","{'width': 1080, 'height': 1920, 'rotate': 0}",河北
2,138,搞笑,圈子不同别硬融…,-,112,"{'aid': 480918929, 'view': 1758948, 'danmaku': 1315, 'reply': 1981, 'favorite': 7936, 'coin': 7269, 'share': 1397, 'now_rank': 0, 'his_rank': 18, 'like': 231771, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1QT411y7an,"{'mid': 383167169, 'name': '阿沛不开心', 'face': 'https://i2.hdslb.com/bfs/face/e1fb18583e89f8929ee81f9ab657dfd9175114e6.jpg'}","{'width': 1080, 'height': 1920, 'rotate': 0}",浙江
3,138,搞笑,千万不要！在和尚面前谈恋爱。。。,"书名：《西厢记》。这次我终于读到四大古典戏剧的西厢记了~这次的标题和以前一样，还是书内的真实情节。
总的来说辞藻最优美的还是牡丹亭，但我自己其实最喜欢西厢记里的唱段。虽然我依然不是很喜欢黏黏腻腻的爱情故事，但里面僧人惠明的部分真的很出彩。
恁与我助威风擂几声鼓，仗佛力呐一声喊。绣旗下遥见英雄俺，我教那半万贼兵破胆。
啊对了，我终于不用摄像头开始用相机拍视频了，虽然镜头和焦距什么的用哪个还不是很清楚，hhhh，不过我会慢慢学的
最后~如果你觉得我的故事说得不好，就和我一起读读看吧~",350,"{'aid': 223455980, 'view': 524452, 'danmaku': 697, 'reply': 987, 'favorite': 2321, 'coin': 4171, 'share': 288, 'now_rank': 0, 'his_rank': 0, 'like': 16524, 'dislike': 0}",#叶楠雄##双马尾##说书人#,"{'content': '', 'corner_mark': 0}",BV1U841137rA,"{'mid': 2844419, 'name': '不愧是我叶楠雄', 'face': 'https://i2.hdslb.com/bfs/face/bd1cb1e49896c3155bd720e3105e4ecd39e1a866.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",美国
4,124,社科·法律·心理,【獬豸漫笔】遗嘱入门指南,,1626,"{'aid': 778375515, 'view': 209492, 'danmaku': 643, 'reply': 848, 'favorite': 17506, 'coin': 3013, 'share': 9406, 'now_rank': 0, 'his_rank': 0, 'like': 13361, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1ay4y197PG,"{'mid': 21146573, 'name': '慕有枝613', 'face': 'https://i2.hdslb.com/bfs/face/87eb109c786cf2cb0c99c7120b23c0ef382305bc.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",辽宁
5,207,财经商业,【半佛】烟花市场的疯狂与混乱,天堂地狱，转瞬之间。,1210,"{'aid': 393345045, 'view': 1166996, 'danmaku': 3553, 'reply': 2089, 'favorite': 18234, 'coin': 21022, 'share': 13553, 'now_rank': 0, 'his_rank': 29, 'like': 96620, 'dislike': 0}","临时加更，熬夜整出来的，今年烟花市场确实是疯了。
希望大家能完整看完，里面充满了魔幻又现实的江湖智慧。","{'content': '百万播放', 'corner_mark': 1}",BV1jd4y1W7Ev,"{'mid': 37663924, 'name': '硬核的半佛仙人', 'face': 'https://i1.hdslb.com/bfs/face/aaf33dced1941af0946f37c62f4b48fcaba9c9a2.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",浙江
6,122,野生技能协会,只因知道了这15个神级网站，就能白嫖全世界资源！照片/壁纸/AI语音/音频视频素材/图标/插画/字体/电子书/画作/地图,"所有视频里的网站整理在这儿，都说方便大家的UP可以得到一键三连，不会是骗我的吧_(:з」∠)_
一、照片
1、Unsplash：https://unsplash.com/
2、pixabay：https://pixabay.com/zh/
二、壁纸
0、Wallpaper Engine
1、wallhaven：https://wallhaven.cc/
2、极简壁纸：https://bz.zzzmh.cn/
三、AI语音
1、微软Azure项目：https://azure.microsoft.com/zh",311,"{'aid': 350902453, 'view': 240853, 'danmaku': 445, 'reply': 280, 'favorite': 36166, 'coin': 5534, 'share': 560, 'now_rank': 0, 'his_rank': 0, 'like': 33464, 'dislike': 0}",大家第二喜欢的年更系列——白嫖资源网站更新咯(=・ω・=),"{'content': '', 'corner_mark': 0}",BV1nR4y1h7WM,"{'mid': 40427625, 'name': '取景框看世界', 'face': 'https://i0.hdslb.com/bfs/face/0d671560a6dd7f28247b3b7501d404a5b01280ea.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",重庆
7,228,人文历史,深度|| 高平陵之变，家贼祖师爷的“换房本”教科书，中国史的“蛇吞象”天花板,"1、曹爽是如何将司马懿挤出核心圈的？
2、能够“控制”皇权的关键岗位是什么？
3、皇权时代把持朝政的两个关键点是什么？
4、要曹爽命的关键人事任命是怎样的达成的？
5、司马懿为什么在247年四月选择了称病回家？
6、曹爽为什么每次一定要带着所有的兄弟出城？
7、为什么司马师的睡眠质量使得中国历史在高平陵之变前夜彻底转舵？
8、为什么武库的归属决定着政变的成功与否？
9、为什么司马懿要派司马师和司马孚屯兵司马门？
10、什么样的信号使得老干部们纷纷站了出来帮助司马懿？
11、老干部们自认为在高平陵之变中扮演",2745,"{'aid': 308293027, 'view': 1037891, 'danmaku': 5161, 'reply': 2732, 'favorite': 17869, 'coin': 32562, 'share': 3427, 'now_rank': 0, 'his_rank': 53, 'like': 50744, 'dislike': 0}","长视频不易，尤其咱们这种需要一帧一帧打磨的历史视频
请亲爱的们“点赞、投币、转发”的支持小吏
大家的支持，是小吏制作精良长视频的最大帮助与动力 ","{'content': '百万播放', 'corner_mark': 1}",BV1WA411k73z,"{'mid': 504934876, 'name': '渤海小吏', 'face': 'https://i1.hdslb.com/bfs/face/60d7ec1a95e5f85e8e5b2c1d49656cbcff176604.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",天津
8,126,人力VOCALOID,“七 里 香”,"封面来自：BV1MT411f7ep
香，真香",96,"{'aid': 350777284, 'view': 1123911, 'danmaku': 882, 'reply': 1044, 'favorite': 9852, 'coin': 6298, 'share': 15347, 'now_rank': 0, 'his_rank': 0, 'like': 67437, 'dislike': 0}",,"{'content': '百万播放', 'corner_mark': 1}",BV1rR4y187YT,"{'mid': 110939266, 'name': '似乎一脸懵逼', 'face': 'https://i1.hdslb.com/bfs/face/22373ae75f9d02e17640b59ba28f47ce5f5f6b99.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",福建
9,17,单机游戏,这游戏是让你这么玩的？,"此视频献给我仅有的1.249,851个粉丝
祝各位看完都聪明起来!",315,"{'aid': 350869546, 'view': 1026398, 'danmaku': 3284, 'reply': 1151, 'favorite': 11696, 'coin': 12881, 'share': 1699, 'now_rank': 0, 'his_rank': 42, 'like': 102707, 'dislike': 0}",,"{'content': '10万点赞', 'corner_mark': 1}",BV1gR4y1h7rx,"{'mid': 19525533, 'name': 'KL_qiqi_', 'face': 'https://i0.hdslb.com/bfs/face/c5830e1e0142e04c96be9c87d3aef2e1b5d47581.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",四川
10,216,鬼畜剧场,不 小 心 的,-,84,"{'aid': 478291435, 'view': 999735, 'danmaku': 668, 'reply': 577, 'favorite': 6603, 'coin': 2811, 'share': 5303, 'now_rank': 0, 'his_rank': 0, 'like': 49981, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV17T411f7gS,"{'mid': 6054967, 'name': '茶咩cc', 'face': 'https://i1.hdslb.com/bfs/face/683be52952965bc67fdf1fc19d93ad8e23549da8.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",韩国
11,157,美妆护肤,过年回村，随机帮一位粉丝完成换头心愿,感谢宝子们2022的陪伴！祝你们新年快乐！！,296,"{'aid': 948303110, 'view': 2047282, 'danmaku': 3237, 'reply': 1580, 'favorite': 3156, 'coin': 4323, 'share': 1361, 'now_rank': 0, 'his_rank': 62, 'like': 96738, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1Ps4y147ci,"{'mid': 1869712375, 'name': '山城小栗旬的理发日记', 'face': 'https://i1.hdslb.com/bfs/face/a78f7967066a39f6350c7ea301fbebc63624c3ca.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",四川
12,182,影视杂谈,只有看了流浪地球二才会懂的梗,,52,"{'aid': 863325325, 'view': 575915, 'danmaku': 412, 'reply': 1224, 'favorite': 3507, 'coin': 784, 'share': 6689, 'now_rank': 0, 'his_rank': 0, 'like': 45814, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1wG4y1Q71z,"{'mid': 437579521, 'name': '文与诗之歌', 'face': 'http://i1.hdslb.com/bfs/face/54bd3c1da5e40cca5e3d465c028e3b3fd4f2d6ca.jpg'}","{'width': 1916, 'height': 1080, 'rotate': 0}",河北
13,228,人文历史,“像是做了一场热闹的梦”,-,17,"{'aid': 693438142, 'view': 546383, 'danmaku': 78, 'reply': 1330, 'favorite': 3130, 'coin': 542, 'share': 689, 'now_rank': 0, 'his_rank': 0, 'like': 52434, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1q24y1z7FR,"{'mid': 401236771, 'name': '知警君', 'face': 'https://i1.hdslb.com/bfs/face/f3b6f6e81870082621463c3087596e001ddead90.jpg'}","{'width': 1080, 'height': 1920, 'rotate': 0}",河南
14,249,足球,继续拆队？阿伟罗在沙超一视同仁干大事！真iluo又有新爱称了进来学！,,565,"{'aid': 393449900, 'view': 260413, 'danmaku': 2249, 'reply': 830, 'favorite': 1316, 'coin': 7060, 'share': 949, 'now_rank': 0, 'his_rank': 0, 'like': 17044, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1Fd4y1s7HR,"{'mid': 108618052, 'name': '真实球迷汇', 'face': 'https://i1.hdslb.com/bfs/face/6d4a8b561929a8c69bf63eba902f4ebfcd00acd4.jpg'}","{'width': 1080, 'height': 2160, 'rotate': 0}",吉林
15,138,搞笑,情感大师一出手，想要的车全都有,大师：无所谓，我会出手！,91,"{'aid': 523246166, 'view': 350553, 'danmaku': 174, 'reply': 334, 'favorite': 1463, 'coin': 2806, 'share': 824, 'now_rank': 0, 'his_rank': 0, 'like': 35129, 'dislike': 0}",家人们，你们身边有这样的情感大师嘛,"{'content': '', 'corner_mark': 0}",BV1GM411q7Cf,"{'mid': 695637594, 'name': '海哥侃车', 'face': 'https://i0.hdslb.com/bfs/face/ae45c1efd635dc72386331783ca5de90bb9a185e.jpg'}","{'width': 2160, 'height': 3840, 'rotate': 0}",黑龙江
16,203,热点,是你不懂中国人民解放军！,,21,"{'aid': 650937788, 'view': 258856, 'danmaku': 236, 'reply': 1037, 'favorite': 1218, 'coin': 664, 'share': 333, 'now_rank': 0, 'his_rank': 0, 'like': 29628, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1bY4y1R7y7,"{'mid': 2017271280, 'name': '青春湖北', 'face': 'https://i0.hdslb.com/bfs/face/8ce7b99fa631a8fdfe71db56967e34f45fa7b49c.jpg'}","{'width': 1080, 'height': 1920, 'rotate': 0}",
17,253,动漫杂谈,一口气看完，不良人1-5季！一天是不良人，一辈子都是！,"本期视频为《画江湖之不良人》第1-5季，合计157集+隐藏剧情！
爆肝整个系列全部5季，真的非常不容易~
喜欢的话，一定要记得点赞和三连哦！
你们的支持，真的对UP非常重要！
谢谢大家！！",14369,"{'aid': 435916825, 'view': 165638, 'danmaku': 4485, 'reply': 803, 'favorite': 5968, 'coin': 9195, 'share': 664, 'now_rank': 0, 'his_rank': 0, 'like': 12923, 'dislike': 0}",不良人系列完结啦，求求大家点赞和三连啦！！！,"{'content': '', 'corner_mark': 0}",BV1g3411d7RZ,"{'mid': 4925207, 'name': '芙芙家的洗碗君', 'face': 'https://i2.hdslb.com/bfs/face/6e79ced93539fd60c3f146a6c8a5df23fd16c60e.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",福建
18,76,美食制作,有没有一种可能，她真的很会做饭！,-,298,"{'aid': 478495883, 'view': 442944, 'danmaku': 885, 'reply': 576, 'favorite': 2863, 'coin': 15685, 'share': 751, 'now_rank': 0, 'his_rank': 0, 'like': 40010, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1bT411o7Wv,"{'mid': 527057981, 'name': '叶子吖OHYEZI', 'face': 'https://i2.hdslb.com/bfs/face/82c35a353cca3da4b85499a8033871da60b1bb02.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",加拿大
19,21,日常,试图剪出昨晚的梦,能力和素材有限，感觉很难还原TT尽力了……统一回复一下，其实up本人没有专门去了解梦核的具体含义，只是单纯记录一下自己的梦，也没料到会有这么高的热度。希望大家不要纠结到底是不是梦核这个问题。已经把梦核tag删除了。bgm是light lock，素材取材于互联网和生活,85,"{'aid': 223257851, 'view': 781428, 'danmaku': 650, 'reply': 5208, 'favorite': 18986, 'coin': 3378, 'share': 1257, 'now_rank': 0, 'his_rank': 0, 'like': 79888, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1y8411w7Sn,"{'mid': 178682590, 'name': '夏荒_', 'face': 'https://i1.hdslb.com/bfs/face/b77c1976ecbed61bf60b053efa9c38958f6813a0.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",重庆
0,172,手机游戏,"【方舟梗知识25】""井""究竟从何而来？抽年奇遇之不要笑挑战！明日方舟干员年相关梗与趣事的介绍","不许你们在弹幕上发“你真的是年厨吗？”不许发😭不许发😭不许发😭



有遗漏的梗或是不完善的地方欢迎在弹幕和评论区中补充


借物表：
资料来源：萌娘百科、prts、各大论坛社区
画师们的美图与沙雕网友们的表情包
由【Zx-Cx】【豆包兔】优化的高清立绘
若干网络图片有知道出处的欢迎在弹幕和评论区补充，如有侵权行为，恳请本人及时与我联系删改。",423,"{'aid': 265933560, 'view': 411072, 'danmaku': 1516, 'reply': 1159, 'favorite': 4202, 'coin': 8567, 'share': 449, 'now_rank': 0, 'his_rank': 0, 'like': 43252, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1FY411Q7YJ,"{'mid': 519202392, 'name': '灰幻', 'face': 'https://i0.hdslb.com/bfs/face/aabaeae173b7274bce62c992bd0cfa2a64d1a13e.jpg'}","{'width': 2160, 'height': 1080, 'rotate': 0}",河南
1,85,小剧场,关键时刻还得是我凯哥.,-,154,"{'aid': 863478167, 'view': 933392, 'danmaku': 1328, 'reply': 689, 'favorite': 5453, 'coin': 5359, 'share': 735, 'now_rank': 0, 'his_rank': 77, 'like': 112335, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1cG4y1X71s,"{'mid': 373388923, 'name': '脱缰凯Kk', 'face': 'https://i1.hdslb.com/bfs/face/1367615bfd41b079eae1ac1225dbefcc260acbbb.jpg'}","{'width': 1080, 'height': 1920, 'rotate': 0}",辽宁
2,138,搞笑,她威胁到我了！,,181,"{'aid': 948304016, 'view': 1792751, 'danmaku': 2531, 'reply': 2298, 'favorite': 6195, 'coin': 7820, 'share': 2113, 'now_rank': 0, 'his_rank': 36, 'like': 132983, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1As4y147ic,"{'mid': 1155574439, 'name': '真子日记', 'face': 'https://i2.hdslb.com/bfs/face/025e62927222dc7979b00eca7c19c55f80587c08.jpg'}","{'width': 1080, 'height': 1920, 'rotate': 0}",广东
3,138,搞笑,离谱！强行寄生在朋友家一周，他们回来后家里变成了...,"邪恶的寄生计划失败了？不可能！我要寄生所有人！
请求三连！球球啦！",1662,"{'aid': 350756219, 'view': 3139746, 'danmaku': 34241, 'reply': 11518, 'favorite': 81641, 'coin': 251686, 'share': 10763, 'now_rank': 0, 'his_rank': 2, 'like': 394301, 'dislike': 0}",我直接把房子的原主人赶走！,"{'content': '', 'corner_mark': 0}",BV11R4y187Np,"{'mid': 2206456, 'name': '花少北丶', 'face': 'https://i1.hdslb.com/bfs/face/06c233a0136f738f8f54a08770dc7d484ae45081.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",上海
4,161,手工,过年收到这种红包别慌，一般金额比较大，需要耐心解锁机关,新年快乐(♡ ὅ ◡ ὅ )ʃ♡,71,"{'aid': 863309048, 'view': 537415, 'danmaku': 195, 'reply': 565, 'favorite': 2921, 'coin': 618, 'share': 1189, 'now_rank': 0, 'his_rank': 0, 'like': 20515, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1TG4y1Q7qL,"{'mid': 300433187, 'name': '怀特东', 'face': 'https://i2.hdslb.com/bfs/face/4cdc8abff3a6bc7e768ba500ac7afd5ca67cf052.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",内蒙古
5,252,仿妆cos,谁还没有这个小小格温？,"再祝大家新年快乐，您的假期余额...

拍摄@岩壁生  
后勤@请假的蜻蜓  
BGM：China-E",25,"{'aid': 481085527, 'view': 35800, 'danmaku': 27, 'reply': 205, 'favorite': 1143, 'coin': 1103, 'share': 141, 'now_rank': 0, 'his_rank': 0, 'like': 5686, 'dislike': 0}",谁还没有这个小小格温？,"{'content': '', 'corner_mark': 0}",BV1XT411k7K1,"{'mid': 23237718, 'name': '害羞7', 'face': 'https://i0.hdslb.com/bfs/face/7cc4c22029b6ec322cbc56cf3118d7749355fb64.jpg'}","{'width': 2160, 'height': 3840, 'rotate': 0}",广东
6,17,单机游戏,起床战争，但每个队伍随机一个玩家创造!,"如果你喜欢我的视频还没关注我的话还在等什么
快关注我！！！
服务器ip mc244.com
剪辑@埋栈Maxzhan ",282,"{'aid': 608366471, 'view': 1826656, 'danmaku': 1305, 'reply': 461, 'favorite': 68285, 'coin': 19185, 'share': 496, 'now_rank': 0, 'his_rank': 44, 'like': 98792, 'dislike': 0}",创造模式来了!!!,"{'content': '', 'corner_mark': 0}",BV1g84y177pY,"{'mid': 22083989, 'name': '节操Pro', 'face': 'https://i2.hdslb.com/bfs/face/1ea025d246d8dc050dc8954b7cb61cbeae6864de.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",浙江
7,17,单机游戏,1993年的怪核攫住了你，巨硬核冒险游戏与其背后的究极折磨,"鸽子大王2023第一更
简介照例还是要写的，也正好和大家聊一聊这期视频的幕后
 
关于选题：
大概是去年年中的时候，偶然间收到了这款游戏的美版大盒，不过之前做鬼屋魔影2代的时候，连世嘉土星的机器顺带就收了一张神秘岛，所以并不陌生，但做不做还是考虑了很久。
最后还是选用了我个人非常感兴趣的“怪核”题材，希望用比较完整，详实的过程向大家展示这款30年前的点击式冒险解谜游戏，究竟有何独到之处。
 
关于内容：
很难写，毕竟该作主打一个解谜+逛街，解谜的部分还好说，然而毕竟是最古早的第一人称，游戏中视角的切换，场",3835,"{'aid': 650917663, 'view': 33356, 'danmaku': 388, 'reply': 510, 'favorite': 2077, 'coin': 3951, 'share': 128, 'now_rank': 0, 'his_rank': 0, 'like': 4765, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1pY4y1R7Sq,"{'mid': 25351158, 'name': '伊伊祁', 'face': 'https://i0.hdslb.com/bfs/face/e23163e1ebf7ab21136e22edbbe58f1ce24361e7.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",浙江
8,182,影视杂谈,二刷《流浪地球2》，电影中的这些细节和彩蛋你发现了吗？,二刷《流浪地球2》，电影中的这些细节和彩蛋你发现了吗？,505,"{'aid': 308364218, 'view': 1140194, 'danmaku': 5702, 'reply': 5177, 'favorite': 9857, 'coin': 6642, 'share': 7871, 'now_rank': 0, 'his_rank': 0, 'like': 58776, 'dislike': 0}",,"{'content': '', 'corner_mark': 0}",BV1qA411k7xL,"{'mid': 46545652, 'name': '胶片看电影', 'face': 'https://i1.hdslb.com/bfs/face/27cda6c5fb413865d310a72991c618156c674960.jpg'}","{'width': 1920, 'height': 1080, 'rotate': 0}",浙江
